PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE
Intel DG43RK,TRUE,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,49,Toronto,Toronto,Ontario,Canada,16/07/2003
MSI Z170A KRAIT GAMING,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",262.4,299.89,122,San Francisco,South San Francisco,California,United States of America,22/08/2003
Supermicro X10SDV-8C-TLN4F,,"CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",unknown,948.99,120,Bombay,Bombay,Maharashtra,India,24/08/2003
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699,197,New Jersey,South Brunswick,New Jersey,United States of America,22/09/2003
Kingston HyperX Predator,,"3,4,5,6",471.78,635.99,18,Beijing,Beijing,Shenzhen,China,15/10/2003
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699,137,Beijing,Beijing,Shenzhen,China,18/10/2003
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,178,San Francisco,South San Francisco,California,United States of America,29/10/2003
Corsair Vengeance LPX,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",867.52,1163.99,225,Sydney,Sydney,New South Wales,Australia,15/11/2003
ATI FirePro W9000,,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,3192.97,179,San Francisco,South San Francisco,California,United States of America,29/11/2003
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,151,Beijing,Beijing,Shenzhen,China,17/12/2003
Asus Z10PE-D16 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",332.52,469.99,15,Bombay,Bombay,Maharashtra,India,21/12/2003
Intel Xeon E5-1650 V4,,"Speed:3.6GHz,Cores:6,TDP:140W",535.47,601.99,67,"Seattle, Washington",Seattle,Washington,United States of America,31/12/2003
Intel Xeon E5-2650,,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,171,"Seattle, Washington",Seattle,Washington,United States of America,08/01/2004
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,141,Beijing,Beijing,Shenzhen,China,12/01/2004
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",603.22,721.99,102,"Seattle, Washington",Seattle,Washington,United States of America,15/01/2004
Intel Xeon E5-2690 V3,,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,45,Mexico City,Monterrey,Nuevo León,Monterrey,18/01/2004
EVGA 11G-P4-6696-KR,TRUE,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,118,New Jersey,South Brunswick,New Jersey,United States of America,22/01/2004
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,47,Toronto,Toronto,Ontario,Canada,28/01/2004
Asus KGPE-D16,,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",360.72,417.98,9,Beijing,Beijing,Shenzhen,China,30/01/2004
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,124,Beijing,San Francisco,Shenzhen,China,06/02/2004
Samsung MZ-V6E250,,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,89,San Francisco,South San Francisco,California,United States of America,15/02/2004
Crucial CT275MX300SSD1,,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,47,Beijing,Beijing,Shenzhen,China,16/02/2004
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660,35,Bombay,Bombay,Maharashtra,India,24/02/2004
MSI GTX 1080 TI LIGHTNING Z,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",688.35,873.98,176,"Southlake, Texas",Southlake,Texas,United States of America,25/02/2004
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",595.42,699.01,100,San Francisco,South San Francisco,California,United States of America,26/02/2004
Intel Core i7-3960X Extreme Edition,,"Speed:3.3GHz,Cores:6,TDP:130W",800.74,573.41,37,Sydney,Sydney,New South Wales,Australia,07/03/2004
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699,185,"Seattle, Washington",Seattle,Washington,United States of America,18/04/2004
Corsair Vengeance LPX,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,1299.99,78,Toronto,Toronto,Ontario,Canada,27/04/2004
MSI GeForce GTX 1080 Ti GAMING X 11G,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",666.59,759.99,167,Mexico City,Monterrey,Nuevo León,Mexico,08/05/2004
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,35,Bombay,Bombay,Maharashtra,India,10/05/2004
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,149,Mexico City,Monterrey,Nuevo León,Mexico,17/05/2004
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,124,Bombay,Bombay,Maharashtra,India,23/05/2004
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,108,"Southlake, Texas",Southlake,Texas,United States of America,26/05/2004
Intel Core i7-6950X (OEM/Tray),,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,35,Sydney,Sydney,New South Wales,Australia,31/05/2004
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",585.26,713.99,21,Beijing,Beijing,Shenzhen,China,11/06/2004
Seagate ST2000DX002,TRUE,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",64.48,90.99,136,Beijing,Beijing,Shenzhen,China,12/06/2004
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,84,Sydney,Sydney,New South Wales,Australia,13/06/2004
Gigabyte GV-N108TAORUS-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.59GHz",605.3,744.98,151,Sydney,Sydney,New South Wales,Australia,15/06/2004
Zotac ZT-P10810A-10P,TRUE,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,63,Mexico City,Monterrey,Nuevo León,Mexico,16/06/2004
AMD Opteron 6378,,"Speed:2.4GHz,Cores:16,TDP:115W",826.99,651.92,28,Beijing,Beijing,Shenzhen,China,28/06/2004
PNY VCGGTX1080T11XGPB-OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,95,"Seattle, Washington",Seattle,Washington,United States of America,29/06/2004
Corsair Dominator Platinum,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",609.89,749.99,4,Bombay,Bombay,Maharashtra,India,01/07/2004
Samsung MZ-V6P512BW,,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",223.99,279.99,53,Beijing,Beijing,Shenzhen,China,05/07/2004
Western Digital WD2500AVVS,,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",12.63,15.55,91,San Francisco,South San Francisco,California,United States of America,14/07/2004
G.Skill Trident Z,,"Speed:DDR4-3400,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",565.39,731.99,100,"Seattle, Washington",Seattle,Washington,United States of America,22/07/2004
G.Skill Trident Z,TRUE,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,169,Bombay,Bombay,Maharashtra,India,26/07/2004
Intel Xeon E5-1650 V4,,"Speed:3.6GHz,Cores:6,TDP:140W",535.47,601.99,30,Sydney,Sydney,New South Wales,Australia,27/07/2004
MSI X299 TOMAHAWK ARCTIC,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,54,Toronto,Toronto,Ontario,Canada,08/08/2004
ASRock X299 Taichi,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,37,Sydney,Sydney,New South Wales,Australia,09/08/2004
Crucial,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB",604.04,799,54,Beijing,Beijing,Shenzhen,China,09/08/2004
Western Digital WD5000AACS,,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",20.14,26.99,162,,Sydney,New South Wales,Australia,23/08/2004
ASRock E3C224D4M-16RE,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",364.79,499.99,208,"Seattle, Washington",Seattle,Washington,United States of America,08/09/2004
Samsung MZ-75E500B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",157.81,178.09,74,Toronto,Toronto,Ontario,Canada,14/09/2004
Samsung MZ-75E120B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,137,Beijing,San Francisco,Shenzhen,China,22/09/2004
,,"Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A",113.29,136.69,163,Toronto,Toronto,Ontario,Canada,11/10/2004
Corsair Dominator Platinum,TRUE,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,1264.99,43,Beijing,Beijing,Shenzhen,China,15/10/2004
MSI Z270 XPOWER GAMING TITANIUM,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,12,Beijing,Beijing,Shenzhen,China,19/10/2004
Zotac ZT-70203-10P,TRUE,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",580.42,820.61,76,Toronto,Toronto,Ontario,Canada,01/11/2004
EVGA 06G-P4-4998-KR,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.19GHz",521.03,741.78,151,Sydney,Sydney,New South Wales,Australia,06/11/2004
Kingston HyperX Predator,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",471.78,635.99,95,"Seattle, Washington",Seattle,Washington,United States of America,10/11/2004
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,69,Sydney,Sydney,New South Wales,Australia,25/11/2004
Samsung MZ-V6E500,,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",209.62,234,267,San Francisco,South San Francisco,California,United States of America,30/11/2004
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,226,San Francisco,South San Francisco,California,United States of America,01/12/2004
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,34,Beijing,Beijing,Shenzhen,China,09/12/2004
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,126,New Jersey,South Brunswick,New Jersey,United States of America,03/01/2005
MSI Z170 Krait Gaming,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,67,Sydney,Sydney,New South Wales,Australia,03/01/2005
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,199,Toronto,Toronto,Ontario,Canada,09/01/2005
Intel Xeon E5-2690 V3,,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,21,Bombay,Bombay,Maharashtra,Bombay,12/01/2005
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,179,San Francisco,South San Francisco,California,United States of America,13/01/2005
MSI GTX 1080 TI AERO 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,110,Sydney,Sydney,New South Wales,Australia,22/01/2005
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",510.93,640.99,59,Sydney,Sydney,New South Wales,Australia,03/02/2005
Intel Xeon E5-2660 V4,,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,1388.89,174,"Seattle, Washington",Seattle,Washington,United States of America,13/02/2005
Hitachi HUS724030ALE641,,"Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",54.03,65.92,8,Beijing,Beijing,Shenzhen,China,20/02/2005
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,142,Beijing,Beijing,Shenzhen,China,01/03/2005
Intel Xeon E5-2680 V4,,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,1639.99,195,San Francisco,South San Francisco,California,United States of America,05/04/2005
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,126,New Jersey,South Brunswick,New Jersey,United States of America,05/04/2005
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,53,Mexico City,Monterrey,Nuevo León,Mexico,08/04/2005
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,77,Toronto,Toronto,Ontario,Canada,14/04/2005
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,27,Mexico City,Monterrey,Nuevo León,Mexico,24/04/2005
Asus Sabertooth 990FX,,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,54,Beijing,Beijing,Shenzhen,China,03/05/2005
Intel Xeon E5-1650 V4 (OEM/Tray),,"Speed:3.6GHz,Cores:6,TDP:140W",453.14,594.99,11,Bombay,Bombay,Maharashtra,India,17/05/2005
Crucial,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,154,San Francisco,South San Francisco,California,United States of America,21/05/2005
Western Digital WDS250G1B0B,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",70.71,89.99,177,Toronto,Toronto,Ontario,Canada,27/05/2005
Zotac ZT-P10810D-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",580.1,759.99,266,"Seattle, Washington",Seattle,Washington,United States of America,31/05/2005
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",609.53,734.99,104,"Seattle, Washington",Seattle,Washington,United States of America,04/06/2005
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,164,Toronto,San Francisco,Ontario,Canada,09/07/2005
PNY SSD9SC240GMDA-RB,TRUE,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,176,Toronto,Toronto,Ontario,Canada,14/07/2005
Samsung MZ-75E250B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,104.88,115,San Francisco,South San Francisco,California,United States of America,15/07/2005
Intel Xeon E5-2640 V2,,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,608.95,97,"Seattle, Washington",Seattle,Washington,United States of America,24/07/2005
ASRock X99 Extreme11,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",380.55,469.99,39,Sydney,Sydney,New South Wales,Australia,30/07/2005
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,203,Toronto,Toronto,Ontario,Canada,15/08/2005
Intel Xeon E5-2640 V3,,"Speed:2.6GHz,Cores:8,TDP:90W",899.99,668.24,183,San Francisco,South San Francisco,California,US,11/09/2005
MSI Z270 XPOWER GAMING TITANIUM,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,37,Sydney,Sydney,New South Wales,Australia,28/09/2005
Asus Z10PE-D8 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",504.14,561.59,121,Bombay,Bombay,Maharashtra,India,03/10/2005
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,83,Toronto,Toronto,Ontario,Toronto,08/10/2005
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,28,Beijing,Beijing,Shenzhen,China,10/10/2005
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,35,Mexico City,Monterrey,Nuevo León,Mexico,22/10/2005
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,1264.99,119,San Francisco,South San Francisco,California,United States of America,01/11/2005
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,42,Beijing,Beijing,Shenzhen,China,02/11/2005
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,163,Sydney,Sydney,New South Wales,Australia,04/11/2005
Crucial,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB",604.04,799,101,San Francisco,South San Francisco,California,United States of America,22/11/2005
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,98,San Francisco,South San Francisco,California,United States of America,29/11/2005
Corsair Vengeance LPX,TRUE,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",565.73,699.99,56,Sydney,Sydney,New South Wales,Australia,30/11/2005
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,149,San Francisco,South San Francisco,California,United States of America,07/12/2005
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,156,Beijing,Toronto,Shenzhen,China,13/12/2005
Intel Xeon E5-2680 V3 (OEM/Tray),,"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,1638.89,138,San Francisco,South San Francisco,California,United States of America,14/12/2005
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,81,Toronto,Toronto,Ontario,Canada,15/12/2005
PNY VCGGTX780T3XPB-OC,TRUE,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz",592.12,749.99,63,Toronto,Toronto,Ontario,Canada,15/12/2005
Asus RAMPAGE V EXTREME,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459,572.96,74,"Seattle, Washington",Seattle,Washington,United States of America,16/12/2005
ATI FirePro S9150,,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,3177.44,59,Sydney,Sydney,New South Wales,Australia,22/12/2005
SanDisk SDSSDHII-240G-G25,,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",73.39,84.95,226,San Francisco,South San Francisco,California,United States of America,08/01/2006
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,117,San Francisco,South San Francisco,California,United States of America,12/01/2006
ASRock EP2C602-4L/D16,TRUE,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,43,Beijing,Beijing,Shenzhen,China,20/01/2006
G.Skill Trident Z,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",532.27,722.99,102,"Seattle, Washington",Seattle,Washington,United States of America,24/01/2006
MSI GTX 1080 TI LIGHTNING X,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",742.94,863.98,137,Mexico City,Monterrey,Nuevo León,Mexico,28/01/2006
Corsair Dominator Platinum,TRUE,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",609.89,749.99,72,"Seattle, Washington",Seattle,Washington,United States of America,06/02/2006
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,35,Bombay,Bombay,Maharashtra,India,20/02/2006
Corsair Vengeance LPX,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,1299.99,54,Mexico City,Monterrey,Nuevo León,Mexico,01/03/2006
Kingston SA400S37/120G,,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,54.99,353,San Francisco,South San Francisco,California,United States of America,03/03/2006
NVIDIA VCQM4000-PB,,"Chipset:Quadro M4000,Memory:8GBCore Clock:N/A",682.09,790,170,"Southlake, Texas",Southlake,Texas,United States of America,11/03/2006
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",616.53,719.99,35,Sydney,Sydney,New South Wales,Australia,25/03/2006
Zotac ZT-70203-10P,,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",580.42,820.61,99,"Seattle, Washington",Seattle,Washington,United States of America,29/03/2006
Samsung MZ-75E500B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",157.81,178.09,63,Sydney,Sydney,New South Wales,Australia,30/04/2006
Gigabyte GV-N1070WF2OC-8GD,TRUE,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,266,"Seattle, Washington",Seattle,Washington,United States of America,04/05/2006
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,222,"Southlake, Texas",Southlake,Texas,United States of America,13/05/2006
G.Skill Trident Z,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",601.56,725.99,41,Bombay,Bombay,Maharashtra,India,22/05/2006
MSI GTX 1080 TI AERO 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,74,Bombay,Bombay,Maharashtra,India,11/06/2006
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,89,"Southlake, Texas",Southlake,Texas,United States of America,17/06/2006
Samsung MZ-V6P512BW,,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",223.99,279.99,42,Toronto,Toronto,Ontario,Canada,18/06/2006
Corsair Dominator Platinum,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,1314.99,54,Mexico City,Monterrey,Nuevo León,Mexico,19/06/2006
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,122,San Francisco,South San Francisco,California,United States of America,10/07/2006
Western Digital WDS250G1B0A,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,62,Sydney,Sydney,New South Wales,Australia,14/07/2006
Intel Xeon E5-2695 V2,,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,94,New Jersey,South Brunswick,New Jersey,United States of America,19/07/2006
EVGA Z270 Classified K,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,11,Beijing,Beijing,Shenzhen,China,19/07/2006
Western Digital WD1003FZEX,,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",61.76,70.89,150,Sydney,Sydney,New South Wales,Australia,22/07/2006
ASRock C2750D4I,,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",339.55,401.98,125,Beijing,Beijing,Shenzhen,China,26/07/2006
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,219,San Francisco,South San Francisco,California,United States of America,12/08/2006
Intel Xeon E5-2687W V3,,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,58,Mexico City,Monterrey,Nuevo León,Mexico,18/09/2006
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,108,"Southlake, Texas",Southlake,Texas,United States of America,19/09/2006
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,62,Mexico City,Monterrey,Nuevo León,Mexico,20/09/2006
Intel DG43RK,,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,10,Beijing,Beijing,Shenzhen,China,26/09/2006
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,70,Sydney,Sydney,New South Wales,Australia,09/10/2006
Intel Xeon E5-2695 V2,,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,34,Beijing,Beijing,Shenzhen,China,11/10/2006
ASRock X299 Taichi,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,24,Mexico City,Monterrey,Nuevo León,Mexico,12/10/2006
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,49,Beijing,Beijing,Shenzhen,China,16/10/2006
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,59,Mexico City,Monterrey,Nuevo León,Monterrey,30/10/2006
EVGA Classified,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,11,Beijing,Beijing,Shenzhen,China,30/11/2006
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,154,San Francisco,South San Francisco,California,United States of America,16/12/2006
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,184,Sydney,Toronto,New South Wales,Australia,30/12/2006
Western Digital WD20EZRZ,,"Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB",58.01,67.34,66,Sydney,Sydney,New South Wales,Australia,30/12/2006
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,127.2,New Jersey,South Brunswick,New Jersey,United States of America,03/01/2007
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660,76,"Seattle, Washington",Seattle,Washington,United States of America,12/01/2007
Intel Xeon E5-1660 V3 (OEM/Tray),,"Speed:3.0GHz,Cores:8,TDP:140W",914.52,1019.99,44,Beijing,Beijing,Shenzhen,CN,30/01/2007
