PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE,DETAILS_GROUP_ONE,DETAILS_GROUP_TWO,DETAILS_GROUP_THREE,DETAILS_GROUP_FOUR,PROFIT,TOTAL PROFIT,PROFIT AFTER tax
Asus Sabertooth 990FX,,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,54.0,Beijing,Beijing,Beijing,China,2005-03-05,CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB,43.410000000000025,2344.1400000000012,1172.0700000000006
Intel Xeon E5-1650 V4 (OEM/Tray),,"Speed:3.6GHz,Cores:6,TDP:140W",453.14,594.99,11.0,Bombay,Bombay,Maharashtra,India,,Speed:3.6GHz,Cores:6,TDP:140W,,141.85000000000002,1560.3500000000004,1560.3500000000004
Crucial,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,154.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,175.98000000000002,27100.920000000002,27100.920000000002
Western Digital WDS250G1B0B,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",70.71,89.99,177.0,Toronto,Toronto,Ontario,Canada,,Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A,19.28,3412.5600000000004,3412.5600000000004
Zotac ZT-P10810D-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",580.1,759.99,266.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,179.89,47850.74,47850.74
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",609.53,734.99,104.0,"Seattle, Washington",Seattle,Washington,United States,2005-04-06,Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,125.46000000000004,13047.840000000004,13047.840000000004
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,164.0,Toronto,San Francisco,California,United States,2005-09-07,Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A,7.289999999999999,1195.56,1195.56
PNY SSD9SC240GMDA-RB,True,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,176.0,Toronto,Toronto,Ontario,Canada,,Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A,22.32,3928.32,3928.32
Samsung MZ-75E250B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,104.88,115.0,San Francisco,South San Francisco,California,United States,,Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A,16.89999999999999,1943.499999999999,1943.499999999999
Intel Xeon E5-2640 V2,,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,608.95,97.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:2.0GHz,Cores:8,TDP:95W,,63.75999999999999,6184.719999999999,6184.719999999999
ASRock X99 Extreme11,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",380.55,469.99,39.0,Sydney,Sydney,New South Wales,Australia,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB,89.44,3488.16,2616.12
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,203.0,Toronto,Toronto,Ontario,Canada,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,168.84000000000003,34274.520000000004,34274.520000000004
Intel Xeon E5-2640 V3,,"Speed:2.6GHz,Cores:8,TDP:90W",899.99,668.24,183.0,San Francisco,South San Francisco,California,United States,2005-11-09,Speed:2.6GHz,Cores:8,TDP:90W,,-231.75,-42410.25,-42410.25
MSI Z270 XPOWER GAMING TITANIUM,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,37.0,Sydney,Sydney,New South Wales,Australia,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,70.29000000000002,2600.730000000001,1950.5475000000006
Asus Z10PE-D8 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",504.14,561.59,121.0,Bombay,Bombay,Maharashtra,India,2005-03-10,CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB,57.450000000000045,6951.450000000005,6951.450000000005
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,83.0,Toronto,Toronto,Ontario,Canada,2005-08-10,Speed:2.1GHz,Cores:16,TDP:120W,,193.03999999999996,16022.319999999996,16022.319999999996
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,28.0,Beijing,Beijing,Beijing,China,2005-10-10,Speed:3.5GHz,Cores:6,TDP:140W,,73.43,2056.04,1028.02
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,35.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,,146.45000000000005,5125.750000000002,3588.025000000001
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,1264.99,119.0,San Francisco,South San Francisco,California,United States,2005-01-11,Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,196.32999999999993,23363.26999999999,23363.26999999999
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,42.0,Beijing,Beijing,Beijing,China,2005-02-11,Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A,14.869999999999997,624.5399999999998,312.2699999999999
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,163.0,Sydney,Sydney,New South Wales,Australia,2005-04-11,Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,150.84000000000003,24586.920000000006,18440.190000000002
Crucial,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB",604.04,799.0,101.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB,,194.96000000000004,19690.960000000003,19690.960000000003
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,98.0,San Francisco,South San Francisco,California,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,228.93000000000006,22435.140000000007,22435.140000000007
Corsair Vengeance LPX,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",565.73,699.99,56.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,,134.26,7518.5599999999995,5638.92
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,149.0,San Francisco,South San Francisco,California,United States,2005-07-12,CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB,163.56999999999994,24371.92999999999,24371.92999999999
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,156.0,Beijing,Toronto,Ontario,Canada,,Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB,129.68,20230.08,20230.08
Intel Xeon E5-2680 V3 (OEM/Tray),,"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,1638.89,138.0,San Francisco,South San Francisco,California,United States,,Speed:2.5GHz,Cores:12,TDP:120W,,472.0,65136.0,65136.0
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,81.0,Toronto,Toronto,Ontario,Canada,,Speed:3.5GHz,Cores:6,TDP:140W,,73.43,5947.830000000001,5947.830000000001
PNY VCGGTX780T3XPB-OC,True,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz",592.12,749.99,63.0,Toronto,Toronto,Ontario,Canada,,Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz,,,157.87,9945.81,9945.81
Asus RAMPAGE V EXTREME,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,572.96,74.0,"Seattle, Washington",Seattle,Washington,United States,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB,113.96000000000004,8433.040000000003,8433.040000000003
ATI FirePro S9150,,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,3177.44,59.0,Sydney,Sydney,New South Wales,Australia,,Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz,,,549.3800000000001,32413.420000000006,24310.065000000002
SanDisk SDSSDHII-240G-G25,,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",73.39,84.95,226.0,San Francisco,South San Francisco,California,United States,2006-08-01,Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A,11.560000000000002,2612.5600000000004,2612.5600000000004
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,117.0,San Francisco,South San Francisco,California,United States,2006-12-01,Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A,14.869999999999997,1739.7899999999997,1739.7899999999997
ASRock EP2C602-4L/D16,True,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,43.0,Beijing,Beijing,Beijing,China,,CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB,76.52000000000001,3290.3600000000006,1645.1800000000003
G.Skill Trident Z,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",532.27,722.99,102.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,190.72000000000003,19453.440000000002,19453.440000000002
MSI GTX 1080 TI LIGHTNING X,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",742.94,863.98,137.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,121.03999999999996,16582.479999999996,11607.735999999997
Corsair Dominator Platinum,True,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",609.89,749.99,72.0,"Seattle, Washington",Seattle,Washington,United States,2006-06-02,Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,140.10000000000002,10087.2,10087.2
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,35.0,Bombay,Bombay,Maharashtra,India,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,226.48000000000002,7926.800000000001,7926.800000000001
Corsair Vengeance LPX,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,1299.99,54.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2006-01-03,Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,387.01,20898.54,14628.978
Kingston SA400S37/120G,,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,54.99,353.0,San Francisco,South San Francisco,California,United States,2006-03-03,Series:A400,Type:SSD,Capacity:120GB,Cache:N/A,14.36,5069.08,5069.08
NVIDIA VCQM4000-PB,,"Chipset:Quadro M4000,Memory:8GBCore Clock:N/A",682.09,790.0,170.0,"Southlake, Texas",Southlake,Texas,United States,2006-11-03,Chipset:Quadro M4000,Memory:8GBCore Clock:N/A,,,107.90999999999997,18344.699999999993,13758.524999999994
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",616.53,719.99,35.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,103.46000000000004,3621.1000000000013,2715.8250000000007
Zotac ZT-70203-10P,,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",580.42,820.61,99.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,,240.19000000000005,23778.810000000005,23778.810000000005
Samsung MZ-75E500B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",157.81,178.09,63.0,Sydney,Sydney,New South Wales,Australia,,Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A,20.28,1277.64,958.23
Gigabyte GV-N1070WF2OC-8GD,True,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,266.0,"Seattle, Washington",Seattle,Washington,United States,2006-04-05,Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz,,,218.37,58086.42,58086.42
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,222.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz,,,218.37,48478.14,36358.604999999996
G.Skill Trident Z,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",601.56,725.99,41.0,Bombay,Bombay,Maharashtra,India,,Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,124.43000000000006,5101.630000000003,5101.630000000003
MSI GTX 1080 TI AERO 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,74.0,Bombay,Bombay,Maharashtra,India,2006-11-06,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz,,,82.53999999999996,6107.959999999997,6107.959999999997
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,89.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz,,,515.5099999999998,45880.38999999998,41292.35099999998
Samsung MZ-V6P512BW,,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",223.99,279.99,42.0,Toronto,Toronto,Ontario,Canada,,Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB,56.0,2352.0,2352.0
Corsair Dominator Platinum,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,1314.99,54.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,183.30999999999995,9898.739999999998,6929.117999999999
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,122.0,San Francisco,South San Francisco,California,United States,2006-10-07,Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB,7.189999999999998,877.1799999999997,877.1799999999997
Western Digital WDS250G1B0A,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,62.0,Sydney,Sydney,New South Wales,Australia,,Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A,17.349999999999994,1075.6999999999996,806.7749999999996
Intel Xeon E5-2695 V2,,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,94.0,New Jersey,South Brunswick,New Jersey,United States,,Speed:2.4GHz,Cores:12,TDP:115W,,466.4599999999998,43847.23999999998,43847.23999999998
EVGA Z270 Classified K,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,11.0,Beijing,Beijing,Beijing,China,,CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB,49.72000000000003,546.9200000000003,273.46000000000015
Western Digital WD1003FZEX,,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",61.76,70.89,150.0,Sydney,Sydney,New South Wales,Australia,,Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB,9.130000000000003,1369.5000000000005,1027.1250000000005
ASRock C2750D4I,,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",339.55,401.98,125.0,Beijing,Beijing,Beijing,China,,CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB,62.43000000000001,7803.750000000001,3901.8750000000005
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,219.0,San Francisco,South San Francisco,California,United States,2006-12-08,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,202.19000000000005,44279.610000000015,44279.610000000015
Intel Xeon E5-2687W V3,,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,58.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:3.1GHz,Cores:10,TDP:160W,,283.51999999999975,16444.159999999985,11510.91199999999
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,108.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz,,,412.89999999999986,44593.19999999998,40133.87999999998
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,62.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:3.0GHz,Cores:12,TDP:160W,,318.8600000000001,19769.320000000007,13838.524000000005
Intel DG43RK,,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,10.0,Beijing,Beijing,Beijing,China,,CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB,70.10000000000002,701.0000000000002,350.5000000000001
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,70.0,Sydney,Sydney,New South Wales,Australia,2006-09-10,Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB,7.189999999999998,503.29999999999984,377.4749999999999
Intel Xeon E5-2695 V2,,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,34.0,Beijing,Beijing,Beijing,China,2006-11-10,Speed:2.4GHz,Cores:12,TDP:115W,,466.4599999999998,15859.639999999994,7929.819999999997
ASRock X299 Taichi,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,24.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2006-12-10,CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB,68.62,1646.88,1152.816
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,49.0,Beijing,Beijing,Beijing,China,,Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz,,,550.48,26973.52,13486.76
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,59.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:2.1GHz,Cores:16,TDP:120W,,193.03999999999996,11389.359999999997,7972.551999999997
EVGA Classified,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,11.0,Beijing,Beijing,Beijing,China,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB,43.360000000000014,476.96000000000015,238.48000000000008
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,154.0,San Francisco,South San Francisco,California,United States,,Speed:3.6GHz,Cores:8,TDP:140W,,167.64999999999998,25818.099999999995,25818.099999999995
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,184.0,Sydney,Toronto,Ontario,Canada,,Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB,129.68,23861.120000000003,23861.120000000003
Western Digital WD20EZRZ,,"Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB",58.01,67.34,66.0,Sydney,Sydney,New South Wales,Australia,,Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB,9.330000000000005,615.7800000000003,461.83500000000026
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,127.2,New Jersey,South Brunswick,New Jersey,United States,2007-03-01,Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,96.81000000000006,12314.232000000007,12314.232000000007
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660.0,76.0,"Seattle, Washington",Seattle,Washington,United States,2007-12-01,Speed:3.2GHz,Cores:6,TDP:130W,,150.68,11451.68,11451.68
Intel Xeon E5-1660 V3 (OEM/Tray),,"Speed:3.0GHz,Cores:8,TDP:140W",914.52,1019.99,44.0,Beijing,Beijing,Beijing,China,,Speed:3.0GHz,Cores:8,TDP:140W,,105.47000000000003,4640.680000000001,2320.3400000000006
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,167.0,Beijing,Beijing,Beijing,China,2007-01-02,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,168.84000000000003,28196.280000000006,14098.140000000003
Corsair Vengeance LPX,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1019.51,1199.99,55.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2007-04-02,Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,180.48000000000002,9926.400000000001,6948.4800000000005
Intel Xeon E5-1680 V3 (OEM/Tray),,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,181.0,New Jersey,South Brunswick,New Jersey,United States,,Speed:3.2GHz,Cores:8,TDP:140W,,232.1400000000001,42017.34000000002,42017.34000000002
G.Skill Trident Z,,,532.27,722.99,26.0,Beijing,Beijing,Beijing,China,2007-02-03,,,,,190.72000000000003,4958.720000000001,2479.3600000000006
SanDisk SDSSDA-240G-G26,True,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",61.1,83.88,81.0,San Francisco,South San Francisco,California,United States,2007-08-03,Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A,22.779999999999994,1845.1799999999996,1845.1799999999996
Zotac ZT-P10810A-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,89.0,New Jersey,South Brunswick,New Jersey,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,147.64,13139.96,13139.96
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",618.63,704.99,98.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,86.36000000000001,8463.28,8463.28
Seagate ST3000DM008,,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",61.63,83.61,73.0,Toronto,Toronto,Ontario,Canada,,Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB,21.979999999999997,1604.5399999999997,1604.5399999999997
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,90.0,Toronto,Toronto,Ontario,Canada,2007-03-05,Speed:3.0GHz,Cores:12,TDP:160W,,318.8600000000001,28697.400000000012,28697.400000000012
Corsair Vengeance LPX,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",821.91,1099.99,175.0,Sydney,Sydney,New South Wales,Australia,2007-09-05,Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,278.08000000000004,48664.00000000001,36498.00000000001
Seagate ST31000340NS - FFP,,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,92.0,Toronto,Toronto,Ontario,Canada,,Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB,9.590000000000003,882.2800000000003,882.2800000000003
Kingston,True,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",474.18,644.0,6.0,Bombay,Bombay,Maharashtra,India,2007-05-06,Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB,,169.82,1018.92,1018.92
G.Skill Trident Z,,"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",594.04,768.99,184.0,San Francisco,South San Francisco,California,United States,2007-08-06,Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB,,174.95000000000005,32190.80000000001,32190.80000000001
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",633.65,704.99,98.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,71.34000000000003,6991.320000000003,6991.320000000003
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,227.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB,,114.53999999999996,26000.57999999999,26000.57999999999
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,150.0,Beijing,Beijing,Beijing,China,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz,,,156.73000000000002,23509.500000000004,11754.750000000002
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,161.0,Sydney,Sydney,New South Wales,Australia,,Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz,,,461.96000000000004,74375.56000000001,55781.67000000001
Intel Core i7-4770K,,"Speed:3.5GHz,Cores:4,TDP:84W",799.0,714.15,39.0,Beijing,Beijing,Beijing,China,,Speed:3.5GHz,Cores:4,TDP:84W,,-84.85000000000002,-3309.150000000001,-3309.150000000001
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,48.0,Toronto,Toronto,Ontario,Canada,2007-03-07,Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz,,,412.89999999999986,19819.199999999993,19819.199999999993
Intel Xeon E5-2680 V3 (OEM/Tray),,"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,1638.89,114.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:2.5GHz,Cores:12,TDP:120W,,472.0,53808.0,53808.0
