PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE
ATI FirePro W9000,,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,3192.97,179.0,San Francisco,South San Francisco,California,United States,
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,151.0,Beijing,Beijing,Beijing,China,
Asus Z10PE-D16 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",332.52,469.99,15.0,Bombay,Bombay,Maharashtra,India,
Intel Xeon E5-1650 V4,,"Speed:3.6GHz,Cores:6,TDP:140W",535.47,601.99,67.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-2650,,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,171.0,"Seattle, Washington",Seattle,Washington,United States,2004-08-01
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,141.0,Beijing,Beijing,Beijing,China,2004-12-01
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",603.22,721.99,102.0,"Seattle, Washington",Seattle,Washington,United States,
Intel Xeon E5-2690 V3,,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,45.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
EVGA 11G-P4-6696-KR,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,118.0,New Jersey,South Brunswick,New Jersey,United States,
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,47.0,Toronto,Toronto,Ontario,Canada,
Asus KGPE-D16,,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",360.72,417.98,9.0,Beijing,Beijing,Beijing,China,
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,124.0,Beijing,San Francisco,California,United States,2004-06-02
Samsung MZ-V6E250,,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,89.0,San Francisco,South San Francisco,California,United States,
Crucial CT275MX300SSD1,,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,47.0,Beijing,Beijing,Beijing,China,
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660.0,35.0,Bombay,Bombay,Maharashtra,India,
MSI GTX 1080 TI LIGHTNING Z,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",688.35,873.98,176.0,"Southlake, Texas",Southlake,Texas,United States,
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",595.42,699.01,100.0,San Francisco,South San Francisco,California,United States,
Intel Core i7-3960X Extreme Edition,,"Speed:3.3GHz,Cores:6,TDP:130W",800.74,573.41,37.0,Sydney,Sydney,New South Wales,Australia,2004-07-03
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,185.0,"Seattle, Washington",Seattle,Washington,United States,
Corsair Vengeance LPX,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,1299.99,78.0,Toronto,Toronto,Ontario,Canada,
MSI GeForce GTX 1080 Ti GAMING X 11G,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",666.59,759.99,167.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2004-08-05
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,35.0,Bombay,Bombay,Maharashtra,India,2004-10-05
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,149.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,124.0,Bombay,Bombay,Maharashtra,India,
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,108.0,"Southlake, Texas",Southlake,Texas,United States,
Intel Core i7-6950X (OEM/Tray),,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,35.0,Sydney,Sydney,New South Wales,Australia,
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",585.26,713.99,21.0,Beijing,Beijing,Beijing,China,2004-11-06
Seagate ST2000DX002,True,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",64.48,90.99,136.0,Beijing,Beijing,Beijing,China,2004-12-06
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,84.0,Sydney,Sydney,New South Wales,Australia,
Gigabyte GV-N108TAORUS-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.59GHz",605.3,744.98,151.0,Sydney,Sydney,New South Wales,Australia,
Zotac ZT-P10810A-10P,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,63.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
AMD Opteron 6378,,"Speed:2.4GHz,Cores:16,TDP:115W",826.99,651.92,28.0,Beijing,Beijing,Beijing,China,
PNY VCGGTX1080T11XGPB-OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,95.0,"Seattle, Washington",Seattle,Washington,United States,
Corsair Dominator Platinum,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",609.89,749.99,4.0,Bombay,Bombay,Maharashtra,India,2004-01-07
Samsung MZ-V6P512BW,,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",223.99,279.99,53.0,Beijing,Beijing,Beijing,China,2004-05-07
Western Digital WD2500AVVS,,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",12.63,15.55,91.0,San Francisco,South San Francisco,California,United States,
G.Skill Trident Z,,"Speed:DDR4-3400,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",565.39,731.99,100.0,"Seattle, Washington",Seattle,Washington,United States,
G.Skill Trident Z,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,169.0,Bombay,Bombay,Maharashtra,India,
Intel Xeon E5-1650 V4,,"Speed:3.6GHz,Cores:6,TDP:140W",535.47,601.99,30.0,Sydney,Sydney,New South Wales,Australia,
MSI X299 TOMAHAWK ARCTIC,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,54.0,Toronto,Toronto,Ontario,Canada,2004-08-08
ASRock X299 Taichi,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,37.0,Sydney,Sydney,New South Wales,Australia,2004-09-08
Crucial,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB",604.04,799.0,54.0,Beijing,Beijing,Beijing,China,2004-09-08
Western Digital WD5000AACS,,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",20.14,26.99,162.0,Sydney,Sydney,New South Wales,Australia,
ASRock E3C224D4M-16RE,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",364.79,499.99,208.0,"Seattle, Washington",Seattle,Washington,United States,2004-08-09
Samsung MZ-75E500B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",157.81,178.09,74.0,Toronto,Toronto,Ontario,Canada,
Samsung MZ-75E120B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,137.0,Beijing,San Francisco,California,United States,
Corsair Dominator Platinum,True,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,1264.99,43.0,Beijing,Beijing,Beijing,China,
MSI Z270 XPOWER GAMING TITANIUM,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,12.0,Beijing,Beijing,Beijing,China,
Zotac ZT-70203-10P,True,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",580.42,820.61,76.0,Toronto,Toronto,Ontario,Canada,2004-01-11
EVGA 06G-P4-4998-KR,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.19GHz",521.03,741.78,151.0,Sydney,Sydney,New South Wales,Australia,2004-06-11
Kingston HyperX Predator,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",471.78,635.99,95.0,"Seattle, Washington",Seattle,Washington,United States,2004-10-11
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,69.0,Sydney,Sydney,New South Wales,Australia,
Samsung MZ-V6E500,,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",209.62,234.0,267.0,San Francisco,South San Francisco,California,United States,
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,226.0,San Francisco,South San Francisco,California,United States,2004-01-12
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,34.0,Beijing,Beijing,Beijing,China,2004-09-12
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,126.0,New Jersey,South Brunswick,New Jersey,United States,2005-03-01
MSI Z170 Krait Gaming,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,67.0,Sydney,Sydney,New South Wales,Australia,2005-03-01
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,199.0,Toronto,Toronto,Ontario,Canada,2005-09-01
Intel Xeon E5-2690 V3,,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,21.0,Bombay,Bombay,Maharashtra,India,2005-12-01
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,179.0,San Francisco,South San Francisco,California,United States,
MSI GTX 1080 TI AERO 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,110.0,Sydney,Sydney,New South Wales,Australia,
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",510.93,640.99,59.0,Sydney,Sydney,New South Wales,Australia,2005-03-02
Intel Xeon E5-2660 V4,,"Speed:2.0GHz,Cores:14,TDP:105W",1194.03,1388.89,174.0,"Seattle, Washington",Seattle,Washington,United States,
Hitachi HUS724030ALE641,,"Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",54.03,65.92,8.0,Beijing,Beijing,Beijing,China,
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,142.0,Beijing,Beijing,Beijing,China,2005-01-03
Intel Xeon E5-2680 V4,,"Speed:2.4GHz,Cores:14,TDP:120W",1365.13,1639.99,195.0,San Francisco,South San Francisco,California,United States,2005-05-04
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,126.0,New Jersey,South Brunswick,New Jersey,United States,2005-05-04
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,53.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2005-08-04
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,77.0,Toronto,Toronto,Ontario,Canada,
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,27.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Asus Sabertooth 990FX,,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,54.0,Beijing,Beijing,Beijing,China,2005-03-05
Intel Xeon E5-1650 V4 (OEM/Tray),,"Speed:3.6GHz,Cores:6,TDP:140W",453.14,594.99,11.0,Bombay,Bombay,Maharashtra,India,
Crucial,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,154.0,San Francisco,South San Francisco,California,United States,
Western Digital WDS250G1B0B,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",70.71,89.99,177.0,Toronto,Toronto,Ontario,Canada,
Zotac ZT-P10810D-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",580.1,759.99,266.0,"Seattle, Washington",Seattle,Washington,United States,
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",609.53,734.99,104.0,"Seattle, Washington",Seattle,Washington,United States,2005-04-06
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,164.0,Toronto,San Francisco,California,United States,2005-09-07
PNY SSD9SC240GMDA-RB,True,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,176.0,Toronto,Toronto,Ontario,Canada,
Samsung MZ-75E250B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,104.88,115.0,San Francisco,South San Francisco,California,United States,
Intel Xeon E5-2640 V2,,"Speed:2.0GHz,Cores:8,TDP:95W",545.19,608.95,97.0,"Seattle, Washington",Seattle,Washington,United States,
ASRock X99 Extreme11,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",380.55,469.99,39.0,Sydney,Sydney,New South Wales,Australia,
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,203.0,Toronto,Toronto,Ontario,Canada,
Intel Xeon E5-2640 V3,,"Speed:2.6GHz,Cores:8,TDP:90W",899.99,668.24,183.0,San Francisco,South San Francisco,California,United States,2005-11-09
MSI Z270 XPOWER GAMING TITANIUM,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,37.0,Sydney,Sydney,New South Wales,Australia,
Asus Z10PE-D8 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",504.14,561.59,121.0,Bombay,Bombay,Maharashtra,India,2005-03-10
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,83.0,Toronto,Toronto,Ontario,Canada,2005-08-10
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,28.0,Beijing,Beijing,Beijing,China,2005-10-10
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,35.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,1264.99,119.0,San Francisco,South San Francisco,California,United States,2005-01-11
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,42.0,Beijing,Beijing,Beijing,China,2005-02-11
PNY VCQK4200-PB,,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",799.05,949.89,163.0,Sydney,Sydney,New South Wales,Australia,2005-04-11
Crucial,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:17Module:1x64GBSize:64GB",604.04,799.0,101.0,San Francisco,South San Francisco,California,United States,
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,98.0,San Francisco,South San Francisco,California,United States,
Corsair Vengeance LPX,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",565.73,699.99,56.0,Sydney,Sydney,New South Wales,Australia,
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,149.0,San Francisco,South San Francisco,California,United States,2005-07-12
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,156.0,Beijing,Toronto,Ontario,Canada,
Intel Xeon E5-2680 V3 (OEM/Tray),,"Speed:2.5GHz,Cores:12,TDP:120W",1166.89,1638.89,138.0,San Francisco,South San Francisco,California,United States,
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,81.0,Toronto,Toronto,Ontario,Canada,
PNY VCGGTX780T3XPB-OC,True,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz",592.12,749.99,63.0,Toronto,Toronto,Ontario,Canada,
Asus RAMPAGE V EXTREME,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,572.96,74.0,"Seattle, Washington",Seattle,Washington,United States,
ATI FirePro S9150,,"Chipset:FirePro S9150,Memory:16GBCore Clock:900MHz",2628.06,3177.44,59.0,Sydney,Sydney,New South Wales,Australia,
SanDisk SDSSDHII-240G-G25,,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",73.39,84.95,226.0,San Francisco,South San Francisco,California,United States,2006-08-01
ADATA ASU800SS-128GT-C,,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,117.0,San Francisco,South San Francisco,California,United States,2006-12-01
ASRock EP2C602-4L/D16,True,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,43.0,Beijing,Beijing,Beijing,China,
G.Skill Trident Z,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",532.27,722.99,102.0,"Seattle, Washington",Seattle,Washington,United States,
MSI GTX 1080 TI LIGHTNING X,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",742.94,863.98,137.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Corsair Dominator Platinum,True,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",609.89,749.99,72.0,"Seattle, Washington",Seattle,Washington,United States,2006-06-02
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,35.0,Bombay,Bombay,Maharashtra,India,
Corsair Vengeance LPX,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,1299.99,54.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2006-01-03
Kingston SA400S37/120G,,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,54.99,353.0,San Francisco,South San Francisco,California,United States,2006-03-03
NVIDIA VCQM4000-PB,,"Chipset:Quadro M4000,Memory:8GBCore Clock:N/A",682.09,790.0,170.0,"Southlake, Texas",Southlake,Texas,United States,2006-11-03
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",616.53,719.99,35.0,Sydney,Sydney,New South Wales,Australia,
Zotac ZT-70203-10P,,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",580.42,820.61,99.0,"Seattle, Washington",Seattle,Washington,United States,
Samsung MZ-75E500B/AM,,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",157.81,178.09,63.0,Sydney,Sydney,New South Wales,Australia,
Gigabyte GV-N1070WF2OC-8GD,True,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,266.0,"Seattle, Washington",Seattle,Washington,United States,2006-04-05
Gigabyte GV-N1070WF2OC-8GD,,"Chipset:GeForce GTX 1070,Memory:8GBCore Clock:1.56GHz",551.62,769.99,222.0,"Southlake, Texas",Southlake,Texas,United States,
G.Skill Trident Z,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",601.56,725.99,41.0,Bombay,Bombay,Maharashtra,India,
MSI GTX 1080 TI AERO 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",715.72,798.26,74.0,Bombay,Bombay,Maharashtra,India,2006-11-06
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,89.0,"Southlake, Texas",Southlake,Texas,United States,
Samsung MZ-V6P512BW,,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",223.99,279.99,42.0,Toronto,Toronto,Ontario,Canada,
Corsair Dominator Platinum,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,1314.99,54.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,122.0,San Francisco,South San Francisco,California,United States,2006-10-07
Western Digital WDS250G1B0A,,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,62.0,Sydney,Sydney,New South Wales,Australia,
Intel Xeon E5-2695 V2,,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,94.0,New Jersey,South Brunswick,New Jersey,United States,
EVGA Z270 Classified K,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,11.0,Beijing,Beijing,Beijing,China,
Western Digital WD1003FZEX,,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",61.76,70.89,150.0,Sydney,Sydney,New South Wales,Australia,
ASRock C2750D4I,,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",339.55,401.98,125.0,Beijing,Beijing,Beijing,China,
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",556.8,758.99,219.0,San Francisco,South San Francisco,California,United States,2006-12-08
Intel Xeon E5-2687W V3,,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,58.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,108.0,"Southlake, Texas",Southlake,Texas,United States,
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,62.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
Intel DG43RK,,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,10.0,Beijing,Beijing,Beijing,China,
Seagate ST1000DM010,,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,70.0,Sydney,Sydney,New South Wales,Australia,2006-09-10
Intel Xeon E5-2695 V2,,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,34.0,Beijing,Beijing,Beijing,China,2006-11-10
ASRock X299 Taichi,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,24.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2006-12-10
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,49.0,Beijing,Beijing,Beijing,China,
Intel Xeon E5-2683 V4,,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,59.0,Mexico City,Monterrey,Nuevo Leon,Mexico,
EVGA Classified,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,11.0,Beijing,Beijing,Beijing,China,
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,154.0,San Francisco,South San Francisco,California,United States,
Western Digital WD101KRYZ,,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,184.0,Sydney,Toronto,Ontario,Canada,
Western Digital WD20EZRZ,,"Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB",58.01,67.34,66.0,Sydney,Sydney,New South Wales,Australia,
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,127.2,New Jersey,South Brunswick,New Jersey,United States,2007-03-01
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660.0,76.0,"Seattle, Washington",Seattle,Washington,United States,2007-12-01
Intel Xeon E5-1660 V3 (OEM/Tray),,"Speed:3.0GHz,Cores:8,TDP:140W",914.52,1019.99,44.0,Beijing,Beijing,Beijing,China,
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,167.0,Beijing,Beijing,Beijing,China,2007-01-02
Corsair Vengeance LPX,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1019.51,1199.99,55.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2007-04-02
Intel Xeon E5-1680 V3 (OEM/Tray),,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,181.0,New Jersey,South Brunswick,New Jersey,United States,
G.Skill Trident Z,,,532.27,722.99,26.0,Beijing,Beijing,Beijing,China,2007-02-03
SanDisk SDSSDA-240G-G26,True,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",61.1,83.88,81.0,San Francisco,South San Francisco,California,United States,2007-08-03
Zotac ZT-P10810A-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,89.0,New Jersey,South Brunswick,New Jersey,United States,
G.Skill Ripjaws V Series,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",618.63,704.99,98.0,San Francisco,South San Francisco,California,United States,
Seagate ST3000DM008,,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",61.63,83.61,73.0,Toronto,Toronto,Ontario,Canada,
Intel Xeon E5-2687W V4,,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,90.0,Toronto,Toronto,Ontario,Canada,2007-03-05
Corsair Vengeance LPX,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",821.91,1099.99,175.0,Sydney,Sydney,New South Wales,Australia,2007-09-05
Seagate ST31000340NS - FFP,,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,92.0,Toronto,Toronto,Ontario,Canada,
Kingston,True,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",474.18,644.0,6.0,Bombay,Bombay,Maharashtra,India,2007-05-06
G.Skill Trident Z,,"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",594.04,768.99,184.0,San Francisco,South San Francisco,California,United States,2007-08-06
